"sim1_repl1_input","sim1_repl1_high","sim1_repl1_low","sim1_repl2_input","sim1_repl2_high","sim1_repl2_low"
202,92,213,35,32,17
401,139,1132,319,265,63
806,395,628,133,85,91
626,301,749,149,120,104
0,0,0,24,10,11
15,2,11,22,28,28
86,42,97,503,381,234
175,58,22,76,59,5
137,41,73,277,238,215
4,0,8,374,274,139
44,29,6,157,109,57
19,7,16,95,54,85
96,28,82,115,103,137
0,0,0,25,18,4
110,52,377,0,0,0
128,48,47,0,0,0
284,122,547,309,219,232
708,339,568,288,199,29
172,80,332,431,349,66
132,57,150,618,479,189
0,0,0,1009,842,278
132,52,82,0,0,0
0,0,0,9,9,5
73,28,75,373,263,275
34,10,49,57,39,39
2,1,3,24,12,10
95,26,72,0,0,0
490,193,424,342,323,130
16,8,1,208,154,132
20,7,122,2,7,2
513,205,343,6,7,0
257,99,152,222,142,254
212,82,531,0,0,0
94,47,69,386,278,415
0,0,0,672,550,930
1086,470,3219,363,333,12
772,321,573,18,7,6
1055,426,336,21,14,0
13,3,1,620,498,230
324,133,191,40,42,1
145,65,200,0,0,0
773,304,1951,303,227,162
263,115,211,196,145,58
53,21,103,451,331,13
35,21,46,282,248,154
151,62,356,77,78,49
5,1,2,3,5,1
60,17,60,192,160,34
0,0,0,144,114,8
61,26,89,0,0,0
1,0,1,197,150,124
34,3,26,395,376,58
112,33,315,105,82,80
148,59,628,604,511,37
224,96,38,48,44,15
299,119,502,463,362,293
0,0,0,16,7,1
85,29,115,278,224,74
67,35,73,847,677,303
328,131,735,331,274,38
368,147,83,113,98,46
77,35,31,1,3,1
555,213,100,359,293,116
83,41,80,304,219,159
199,95,94,55,34,43
2,2,17,158,151,43
556,242,1233,191,169,42
2,0,0,38,32,18
0,0,0,7,3,21
302,136,236,0,0,0
0,0,0,532,398,411
785,328,603,401,297,315
131,64,65,323,230,25
3,2,10,899,677,528
0,0,0,479,321,765
384,155,270,0,0,0
1253,541,1761,0,0,0
58,24,131,0,0,0
26,15,59,12,3,5
52,20,138,1289,990,459
0,0,0,682,515,1007
577,271,745,6,4,2
5,2,14,6,2,0
890,388,968,21,9,6
22,15,78,222,170,51
991,452,747,106,77,76
533,246,94,462,334,281
14,4,0,844,727,561
70,25,86,734,560,197
1263,502,2068,266,219,223
12,1,7,33,21,6
38,25,47,203,155,28
85,32,72,164,124,11
1047,446,2281,248,201,67
832,321,1732,399,273,87
105,38,96,368,313,207
222,103,245,366,312,56
342,121,539,0,0,0
302,133,147,0,0,0
240,89,14,0,0,0
69,18,60,121,87,47
403,172,378,414,292,159
32,12,13,1344,1059,807
144,48,221,236,182,40
697,278,1197,191,174,87
245,103,36,0,0,0
361,171,23,188,164,210
34,21,60,156,102,185
30,8,64,40,19,19
60,22,30,52,40,26
0,0,0,122,110,73
1390,599,1157,0,0,0
68,31,38,0,0,0
380,150,451,1003,756,720
104,45,131,194,128,113
164,72,157,47,40,7
287,108,198,27,27,42
287,118,66,78,69,7
141,53,395,724,584,73
361,153,29,69,43,15
434,185,446,95,76,16
34,11,4,100,68,89
0,0,0,0,0,0
891,361,4021,40,32,34
0,0,0,211,138,60
995,391,1227,0,0,0
572,269,1165,45,35,7
336,117,644,231,159,246
101,52,33,3,3,0
133,51,329,0,0,0
117,33,11,147,124,15
64,31,14,0,0,0
6,2,38,31,22,27
15,6,19,34,27,6
1,1,2,1965,1484,1478
144,61,205,33,21,23
123,45,111,0,0,0
7,0,1,23,14,34
66,35,66,48,57,25
128,53,119,29,17,0
23,12,6,23,18,4
13,5,5,21,23,5
52,22,68,2,4,0
3,0,1,81,57,91
317,116,131,339,286,240
141,68,267,44,35,13
0,0,0,0,0,0
28,15,36,110,84,42
122,46,28,375,302,274
67,25,99,269,211,362
67,37,125,28,23,16
192,73,178,114,82,106
4,10,0,118,65,30
42,18,53,406,343,229
25,10,64,195,189,55
26,7,12,276,206,227
269,111,269,337,238,117
557,233,252,675,573,193
275,110,61,18,28,8
642,272,2055,740,600,626
39,9,25,61,37,19
0,0,0,76,51,32
206,95,20,0,0,0
332,154,449,535,363,850
1,1,0,383,321,72
322,126,201,11,5,0
0,0,0,611,452,314
822,373,23,79,71,43
15,2,18,317,237,196
176,72,314,219,174,186
10,5,0,903,653,904
56,26,78,883,647,196
43,18,68,0,0,0
333,141,350,0,0,0
20,3,50,0,0,0
36,14,50,493,383,51
750,333,381,26,12,27
503,202,884,5,11,1
195,92,274,713,516,120
582,246,755,39,19,10
82,30,223,63,40,30
441,196,1287,85,67,4
0,0,0,164,139,15
5,3,0,1377,1102,99
301,152,251,0,0,0
235,84,140,23,21,2
14,6,4,231,138,57
68,26,90,0,0,0
570,245,287,13,20,10
199,106,57,10,3,8
33,16,2,835,725,146
648,262,245,175,165,8
64,31,246,276,209,77
41,21,98,395,284,117
0,0,0,371,290,139
51,20,71,2,1,5
77,34,87,1,4,2
664,272,822,211,156,48
11,5,3,159,117,81
278,113,260,1,1,2
28,6,0,116,96,20
32,12,48,483,333,66
303,123,1221,113,91,67
84,30,42,693,577,253
0,0,0,70,38,0
691,295,169,161,130,67
73,39,136,158,139,51
41,15,43,37,30,8
10,2,31,113,88,9
707,292,989,68,67,34
21,6,8,215,147,255
1369,533,2459,0,0,0
13,12,66,1154,912,285
10,7,2,77,75,19
132,57,243,242,200,88
50,21,36,468,308,256
687,229,4015,18,18,9
48,19,22,0,0,0
100,28,133,340,285,31
440,212,110,7,4,0
0,0,0,619,460,683
2085,815,26,128,77,31
2,1,0,379,279,38
631,241,836,57,49,34
130,55,73,13,21,7
683,295,1398,1,1,0
4,1,9,334,256,50
73,27,93,0,0,0
254,101,495,59,67,34
1092,461,835,28,27,12
405,154,617,19,13,9
78,35,61,0,0,0
888,343,1855,351,296,149
22,11,32,58,64,15
11,4,16,363,270,58
130,58,185,492,351,66
804,328,762,0,0,0
18,19,13,7,5,4
294,113,191,161,131,21
1133,492,312,170,134,31
112,64,212,2,0,0
246,108,247,7,3,3
96,45,182,294,226,96
163,54,326,278,192,59
148,49,12,167,131,105
822,354,1079,133,114,28
4,4,0,518,367,880
1,0,7,74,70,16
225,91,609,14,7,5
922,378,1035,272,246,2
250,109,14,442,363,125
17,6,21,389,292,197
147,56,308,1,2,0
188,84,106,0,1,0
219,85,46,9,11,15
23,4,14,431,332,354
222,96,126,36,38,18
143,59,288,0,0,0
521,221,1246,21,14,2
155,59,17,12,6,2
0,0,0,0,0,0
17,6,10,770,631,713
4,1,21,1,0,0
534,186,263,0,0,0
418,152,801,141,99,151
43,14,99,0,0,0
641,265,23,12,10,7
83,36,418,855,692,558
565,246,818,461,387,163
24,7,26,227,138,50
9,4,11,1,2,0
126,37,67,203,167,61
78,29,42,12,11,25
0,0,0,37,31,8
163,90,39,61,59,6
49,21,27,6,7,6
308,138,230,184,155,94
195,67,346,83,56,25
0,0,0,37,20,19
93,43,155,0,0,0
484,182,860,6,8,1
185,70,256,276,212,60
46,20,20,180,148,93
55,23,73,33,28,9
0,0,0,0,0,0
208,83,65,242,171,346
102,40,150,101,70,32
280,121,295,151,128,73
23,13,30,51,35,102
410,157,549,202,164,51
20,9,26,71,48,18
489,228,0,0,0,0
74,31,78,92,77,26
90,31,72,3,2,2
158,63,259,93,57,7
0,0,0,153,129,90
43,24,188,0,0,0
1,0,11,12,12,2
210,87,341,2,0,0
698,303,663,35,20,2
2,1,0,15,9,7
482,186,779,268,196,144
918,364,543,1438,1107,237
158,70,181,690,509,25
0,0,0,155,106,177
17,6,0,93,81,49
216,110,79,5,7,2
535,221,62,0,0,0
84,41,110,1240,1006,581
66,40,193,69,61,0
33,29,28,534,463,131
0,0,0,5,5,0
58,17,58,0,0,0
62,27,43,409,288,86
0,0,0,0,0,0
0,0,0,3,1,0
228,82,182,289,233,111
507,204,282,189,145,72
839,365,144,474,359,22
31,7,31,94,69,73
219,58,578,167,118,12
193,68,1,92,63,4
374,180,163,594,434,197
29,11,0,371,306,127
6,4,1,82,53,56
397,169,949,1026,901,409
132,64,256,42,40,66
1289,533,59,19,16,7
96,46,14,311,223,324
143,55,86,87,66,107
285,98,725,63,39,11
81,22,142,0,0,0
5,8,16,249,152,354
756,280,1336,609,434,610
0,0,0,21,11,4
203,89,154,44,36,19
63,35,198,16,13,3
143,44,337,267,219,118
765,317,895,96,57,53
16,8,24,523,321,110
485,188,391,6,3,9
17,4,39,891,688,677
391,179,64,508,415,263
329,160,114,714,529,144
426,176,25,0,0,0
31,4,14,863,650,532
75,33,90,0,0,0
65,31,85,745,586,173
0,0,0,69,43,8
391,192,603,215,132,73
34,13,33,157,134,115
9,3,27,405,313,109
16,2,42,513,402,76
735,278,2468,55,40,39
170,71,213,7,3,1
1111,443,941,116,82,133
215,84,30,57,43,13
29,6,2,60,44,21
178,67,9,31,12,25
0,0,0,0,0,0
631,245,1703,613,491,139
299,135,262,356,253,471
742,293,1602,357,247,385
261,119,105,0,1,1
615,267,2467,2,3,2
33,13,25,29,12,27
0,0,0,828,581,184
10,2,11,350,255,424
250,122,33,136,97,27
183,88,846,8,6,9
519,239,1165,64,53,11
22,11,29,369,305,41
108,52,22,1,1,0
148,55,286,1246,984,426
62,28,145,466,336,78
262,117,280,817,638,277
186,88,374,85,61,37
29,11,65,1,2,7
49,18,12,0,0,0
167,59,423,419,305,470
624,295,1276,194,138,172
0,0,0,311,271,177
183,78,475,126,100,42
4,2,2,16,13,4
141,64,81,22,18,3
754,333,1667,793,644,66
126,58,145,78,62,4
9,6,0,1,4,3
8,0,2,58,42,11
0,0,0,732,519,935
362,161,472,0,0,0
384,172,594,325,231,105
64,26,54,594,474,117
0,0,0,1052,821,672
516,202,204,1,2,0
111,55,125,18,21,12
0,0,0,25,18,1
58,25,87,261,195,100
26,6,29,131,97,3
177,53,407,71,85,26
61,18,38,0,0,0
333,119,71,650,469,161
172,63,187,0,0,0
178,75,66,0,0,0
106,36,77,199,152,53
5,2,4,123,82,275
369,137,30,12,14,14
113,45,57,20,11,23
0,0,0,75,74,60
577,256,241,119,91,36
86,43,136,15,7,1
190,87,240,556,391,237
825,311,2178,11,6,0
641,306,150,26,23,33
0,0,0,89,75,51
1158,482,1811,847,670,642
365,165,138,55,61,3
717,316,682,966,746,436
197,79,414,0,0,0
122,59,33,0,0,0
57,23,80,0,0,0
102,43,247,137,119,128
28,5,17,4,3,0
161,55,552,58,48,40
90,40,52,400,317,214
932,388,461,171,143,104
89,30,34,101,77,32
126,48,133,0,0,0
508,233,159,19,16,7
4,2,6,58,47,8
2,0,9,4,0,6
54,22,61,275,203,19
383,161,256,867,696,625
34,10,19,0,0,0
29,14,0,0,0,0
501,257,258,3,2,1
601,249,1307,0,0,0
13,6,0,192,117,56
53,21,15,258,173,206
82,43,109,0,0,0
36,13,30,176,136,109
88,38,145,1,0,0
197,65,200,464,408,304
49,17,41,108,100,73
292,105,679,0,0,0
870,339,568,161,163,10
806,375,1027,106,79,62
29,13,28,469,406,212
163,58,83,0,0,0
287,136,152,282,199,100
115,40,333,94,85,85
28,23,0,18,9,9
377,176,149,0,0,0
41,21,66,289,216,121
186,60,276,44,37,5
44,21,372,0,0,0
140,52,280,299,230,151
127,60,73,0,0,0
29,15,63,27,16,30
79,48,27,0,0,0
179,87,48,185,158,68
637,285,492,21,16,15
493,178,19,3,8,1
76,32,25,76,60,20
147,47,3,442,365,106
442,198,1255,0,0,0
43,11,66,110,102,42
70,37,137,18,25,21
693,286,499,114,102,35
150,60,19,0,1,2
16,10,10,1119,884,751
84,28,125,505,407,272
108,39,201,500,443,66
214,92,173,10,6,7
250,124,302,213,159,89
547,221,89,3,2,6
453,162,213,54,42,18
183,68,75,28,20,19
112,41,103,177,175,31
0,0,0,66,52,25
185,95,182,78,58,20
276,108,236,150,122,69
384,143,42,0,0,0
303,126,155,247,155,44
0,0,0,34,27,17
494,199,1248,395,316,157
706,234,881,848,574,1308
19,8,36,2,2,0
173,65,297,15,10,0
219,90,148,0,0,0
37,14,18,598,464,354
11,7,3,485,355,152
443,166,778,110,91,107
25,12,18,728,572,158
0,0,0,51,49,7
0,0,0,698,501,198
86,46,153,639,490,74
275,100,389,838,692,82
105,46,154,47,37,13
203,77,212,0,0,0
0,0,0,929,732,37
9,6,18,236,198,55
376,149,298,0,0,0
0,0,0,832,685,319
291,122,644,57,50,7
1091,522,751,138,121,36
13,7,18,0,0,0
22,8,116,9,16,4
129,62,105,33,18,15
215,103,187,0,0,0
322,147,65,216,172,19
254,119,358,189,125,101
0,0,0,299,203,386
169,78,84,4,3,5
216,90,303,50,32,9
454,208,386,72,34,18
15,4,12,168,138,108
3,3,4,0,0,0
516,195,86,78,61,7
21,6,39,726,622,159
215,96,222,458,316,196
619,224,544,291,219,270
0,0,0,25,12,9
0,0,0,142,97,78
1,0,0,0,0,0
21,6,8,116,75,30
271,114,556,118,103,59
59,26,69,0,0,0
33,13,90,82,61,25
289,96,592,28,26,1
0,0,0,431,342,427
0,0,0,0,0,0
64,42,135,2,1,1
258,110,408,0,0,0
404,171,418,1127,864,281
102,39,101,8,5,0
82,40,95,605,416,301
0,0,0,0,0,0
282,112,344,1347,1020,875
99,32,153,77,73,1
30,7,18,12,24,11
10,3,6,16,15,7
325,128,197,99,84,60
123,50,297,0,0,0
275,122,529,35,21,20
0,1,0,213,154,44
24,12,97,2,4,1
651,287,137,70,56,75
0,0,0,1607,1228,28
195,69,536,26,16,12
253,116,207,14,13,11
259,95,36,483,374,311
43,14,38,0,0,0
41,24,5,73,52,2
13,6,6,27,13,11
223,93,290,9,9,0
33,8,84,235,202,53
525,201,769,225,171,7
429,174,57,227,199,16
7,2,5,26,23,33
9,4,21,248,186,94
56,18,222,29,28,4
16,11,15,19,10,17
4,1,21,78,44,22
0,0,0,160,153,128
0,0,0,1042,795,429
10,1,6,43,26,9
672,261,337,0,0,0
0,0,0,0,0,0
149,48,290,122,98,17
29,12,9,278,212,254
194,92,582,169,127,0
0,0,0,299,199,102
724,325,828,3,1,0
112,42,373,777,575,84
108,45,24,217,156,37
72,31,28,655,486,204
147,71,329,4,3,1
251,92,166,894,667,406
521,198,1722,179,143,45
23,17,66,14,7,3
136,63,55,355,274,444
69,22,37,7,5,1
41,14,122,260,184,138
20,9,36,46,38,9
804,331,1970,23,20,30
275,101,942,117,83,32
91,31,72,0,0,0
16,2,33,105,111,12
611,254,1198,43,38,16
3,1,0,1310,1074,413
3,4,10,1209,949,727
10,3,15,1174,935,562
0,0,0,13,17,4
421,179,577,278,186,214
109,43,188,114,92,29
66,29,2,532,413,87
139,61,75,203,160,19
71,29,43,361,281,75
1,0,0,102,86,25
1084,466,197,94,61,105
28,13,29,335,293,168
68,26,62,122,118,33
446,188,353,595,438,118
333,128,264,341,248,90
76,22,134,289,216,415
517,207,380,0,0,0
6,2,1,83,72,8
0,0,0,74,49,18
201,76,31,214,187,41
92,36,41,467,373,394
338,117,159,204,147,95
692,297,2387,92,84,67
588,244,499,0,0,0
197,94,118,218,143,346
68,46,78,28,15,17
586,264,1910,433,334,218
44,17,0,124,97,21
18,9,9,141,107,189
267,92,352,209,160,81
95,32,19,384,266,266
8,4,2,2553,1996,470
0,0,0,244,158,55
9,4,23,1,5,0
474,204,695,146,117,95
270,115,30,409,349,129
26,12,10,241,163,18
186,85,321,0,0,0
100,41,26,397,296,378
98,37,20,117,95,43
645,270,306,590,446,287
282,112,127,0,0,0
649,268,1578,120,109,57
0,0,0,21,31,25
47,26,18,384,294,650
7,7,2,0,0,0
483,203,1853,491,394,228
454,175,629,720,564,88
2,0,12,364,279,204
161,68,124,91,61,43
194,87,456,39,32,1
34,9,39,73,41,88
4,2,9,287,227,81
87,34,61,72,60,53
280,117,615,60,45,61
2,1,0,9,4,16
20,7,5,0,0,0
68,26,51,55,32,44
0,0,0,136,115,201
81,30,185,8,6,0
8,2,2,10,21,2
312,105,418,107,77,36
51,21,133,0,0,0
92,32,56,694,507,300
322,148,163,180,168,32
156,66,472,224,183,50
490,198,321,0,0,0
29,17,43,137,98,81
0,0,0,322,244,64
246,130,601,13,14,0
14,5,23,32,22,7
106,43,101,1221,843,953
4,2,3,72,57,24
249,103,460,73,41,29
90,36,246,0,0,0
0,0,0,589,466,219
60,26,89,91,84,23
76,45,97,69,53,27
57,18,13,4,2,13
0,0,0,81,63,24
7,3,0,342,242,383
214,76,284,106,78,66
108,41,46,577,446,4
894,390,613,97,84,120
77,33,82,21,12,0
1032,417,1372,123,83,42
173,77,175,0,0,0
211,76,295,48,38,46
826,292,1307,311,236,85
34,6,13,367,304,28
66,32,87,3,4,4
52,15,78,5,4,2
50,32,23,61,57,17
42,20,41,0,0,0
115,52,193,64,62,26
355,131,509,160,120,12
454,181,97,318,231,239
408,169,726,12,13,6
141,56,115,707,505,564
96,56,8,336,269,202
42,18,113,175,130,38
198,92,194,0,0,0
53,21,42,690,521,166
0,0,0,24,25,19
29,7,44,367,280,320
12,3,31,490,377,274
586,269,546,0,1,3
0,0,0,646,480,703
75,29,60,87,74,9
16,3,12,406,311,16
67,31,132,897,705,3
9,6,4,127,111,30
254,118,333,128,93,25
506,227,536,86,65,22
445,192,32,67,80,11
44,29,104,969,742,1032
31,9,22,3,2,5
260,102,116,630,517,458
109,58,46,26,17,9
386,136,180,1088,792,383
188,84,174,451,352,83
764,311,2160,50,45,42
0,0,0,321,223,125
0,0,0,74,61,8
117,28,248,0,0,0
6,1,4,26,23,16
0,1,7,473,375,107
102,55,97,0,0,0
69,33,55,106,97,21
110,39,70,59,59,6
1103,432,661,55,42,78
541,261,123,146,105,83
38,13,72,124,103,19
442,195,367,5,2,6
529,219,261,512,376,345
212,80,365,38,30,0
2732,1168,944,39,30,1
83,35,195,8,15,7
98,42,4,3,3,3
46,25,58,177,130,152
455,190,602,518,440,387
464,221,957,0,0,0
529,215,447,25,36,38
15,14,14,42,34,6
210,86,186,534,379,374
69,39,45,180,117,38
22,5,5,480,422,146
171,81,150,14,8,1
0,0,0,69,44,42
49,10,67,7,3,2
0,0,0,67,59,46
463,178,2325,314,193,46
98,49,74,4,4,0
400,162,542,74,51,14
0,0,0,17,11,4
47,12,71,9,3,3
0,0,0,1909,1386,1665
3,0,6,88,45,82
5,1,1,19,29,40
130,75,76,54,52,16
246,85,124,28,31,54
241,108,587,463,336,322
64,41,20,1041,819,309
195,80,151,145,100,33
322,142,416,46,43,6
662,299,598,44,35,45
114,40,26,857,646,250
0,0,0,109,66,50
72,34,68,512,402,65
0,0,0,484,364,323
899,386,553,41,38,5
98,38,390,290,211,125
99,32,208,368,283,283
172,65,388,174,119,56
97,41,197,328,270,162
7,6,0,519,446,516
1346,596,162,0,0,0
45,27,11,0,0,0
312,142,359,1182,941,1028
58,26,119,635,459,24
66,28,13,357,287,58
7,3,46,19,12,13
750,331,690,94,72,66
367,137,646,45,42,1
209,88,151,128,94,28
2,0,3,0,0,0
110,62,20,434,368,68
212,85,92,363,304,262
861,330,1410,190,172,221
129,66,51,409,310,141
185,87,345,236,177,58
0,0,0,20,15,6
7,2,0,46,39,18
177,96,408,208,158,115
389,160,643,272,238,44
145,65,73,47,36,38
15,10,4,326,248,321
17,7,1,3,3,0
486,230,894,290,224,100
105,57,220,52,41,18
626,280,417,455,344,26
271,109,86,81,70,16
0,0,0,329,262,158
7,10,30,527,460,25
576,261,257,3,5,8
36,15,14,0,0,0
456,182,640,8,7,0
667,301,1407,126,103,123
297,142,371,81,74,92
0,0,0,136,125,86
0,0,0,29,19,12
358,164,701,149,111,111
128,56,181,199,152,157
240,106,598,103,73,44
113,35,250,1262,1003,235
0,0,0,19,14,20
14,5,40,250,207,67
0,0,0,0,0,0
2,2,3,0,0,0
480,206,616,168,138,56
62,34,100,6,8,6
4,0,5,0,0,0
104,34,209,395,295,157
848,364,877,130,104,64
15,4,19,136,114,226
90,46,0,0,0,0
39,13,40,1,3,0
238,101,53,238,177,188
66,23,64,327,272,121
356,159,887,1,6,2
6,3,2,0,0,0
349,157,99,44,35,17
187,61,117,0,0,0
759,314,1289,286,207,102
288,107,469,588,448,461
402,179,668,167,113,371
0,0,0,407,317,322
73,17,14,157,101,193
1320,562,381,222,194,209
45,18,87,131,111,42
137,49,206,334,263,122
236,101,74,168,141,125
0,0,0,158,113,10
208,83,260,21,16,12
30,9,53,0,0,0
15,9,15,0,0,0
126,38,735,338,277,45
0,0,0,0,0,0
0,0,0,49,42,7
488,168,731,716,527,277
380,145,173,171,147,144
759,304,755,6,1,1
230,81,436,72,46,21
422,174,916,481,392,109
5,1,18,938,769,669
348,137,632,558,430,311
798,352,231,111,77,24
121,44,210,14,14,5
22,15,169,18,14,6
46,22,22,59,37,34
992,421,2457,297,219,323
359,149,143,2034,1536,1297
40,17,37,172,131,86
508,226,532,0,0,0
1358,525,1442,539,382,471
19,9,60,344,279,122
794,320,712,9,3,3
51,23,47,675,545,918
68,35,107,0,0,0
724,250,2311,55,40,71
113,33,343,61,44,60
450,204,669,77,55,30
19,8,44,26,16,0
145,56,343,398,328,265
56,19,8,0,0,0
105,43,118,45,40,20
0,0,0,838,608,292
1186,512,2199,0,0,0
75,39,88,234,172,123
61,22,23,724,631,120
273,119,83,157,135,121
205,79,127,247,189,198
205,91,205,3,2,0
0,0,0,11,10,13
15,7,7,165,120,41
27,17,38,132,105,56
350,127,108,125,86,167
29,8,14,19,6,0
468,200,216,291,244,175
523,257,177,97,90,26
400,179,78,329,240,107
5,0,0,645,476,180
983,378,1067,5,5,6
44,13,54,344,250,144
229,101,137,61,50,43
9,2,12,1,2,0
297,122,286,304,224,51
188,80,715,43,26,13
256,113,190,197,149,19
76,32,3,188,158,50
807,326,247,262,217,33
103,42,39,97,73,36
64,38,65,154,118,138
54,26,20,118,90,50
376,177,224,487,343,27
260,85,608,299,223,213
136,40,217,200,151,30
0,0,0,220,185,211
32,10,30,1074,834,288
25,5,35,1211,985,710
437,163,1948,305,224,45
122,46,38,352,289,28
93,47,59,0,0,0
22,13,154,9,10,0
454,186,176,125,101,81
544,224,166,527,407,268
0,0,0,63,32,47
0,0,0,24,20,15
0,0,0,53,45,23
201,76,90,73,65,45
1119,423,144,0,0,0
678,289,745,2,3,0
324,126,443,188,157,228
759,334,376,17,23,2
179,77,155,0,0,0
0,0,0,220,169,116
125,60,23,0,0,0
143,62,28,278,252,232
18,7,29,268,172,525
615,274,34,0,0,0
188,87,171,43,32,15
35,14,20,499,427,43
1669,736,1545,510,427,374
443,189,857,86,63,4
90,35,236,0,0,0
31,5,24,373,258,915
39,16,48,136,122,169
688,353,608,617,433,1041
0,0,0,0,0,0
439,203,355,129,90,0
121,64,189,8,5,12
71,28,34,125,122,7
275,111,165,378,243,324
49,19,67,52,33,23
9,0,1,463,328,733
11,14,49,85,85,47
585,229,858,949,778,333
0,0,3,55,49,31
154,66,34,223,199,51
14,4,15,258,206,150
280,118,603,0,0,0
8,3,21,179,123,66
970,402,1948,5,3,1
190,87,113,23,8,13
541,228,299,218,196,1
0,0,0,408,344,46
37,17,95,547,408,364
516,211,700,0,0,0
7,6,11,37,32,8
28,22,34,657,480,406
28,15,43,11,8,8
333,158,221,952,753,505
43,18,166,539,437,70
41,11,5,22,30,30
430,189,62,84,81,118
142,76,6,701,504,694
8,2,6,205,165,131
0,0,0,806,615,271
72,29,21,224,176,110
1371,529,2477,77,75,26
34,17,37,86,71,21
242,117,118,0,0,0
207,92,125,118,108,12
26,18,7,61,60,28
274,117,368,354,321,22
9,2,23,120,93,90
140,56,61,78,61,7
182,89,272,94,62,76
135,46,18,76,54,32
1049,440,462,136,119,27
83,36,51,0,0,0
639,269,267,329,279,97
130,53,428,1,3,0
67,31,24,28,14,4
210,110,695,0,0,0
7,4,5,7,4,8
497,203,448,132,104,58
159,79,371,857,565,1414
901,377,318,119,112,25
101,32,164,7,3,0
39,18,32,19,16,4
182,75,170,0,0,0
95,36,38,650,511,814
317,155,567,0,0,0
92,42,59,7,7,0
128,47,455,31,19,1
0,0,0,136,109,86
708,335,807,326,211,501
0,0,0,88,59,34
19,7,8,9,4,11
500,222,988,858,690,122
214,87,180,16,11,3
8,2,13,283,193,162
116,54,17,495,411,309
74,33,29,281,225,326
19,5,27,116,91,180
11,5,38,296,239,136
1104,469,1042,162,163,263
289,115,1160,0,0,0
278,131,441,4,3,0
0,0,0,182,137,254
280,105,200,18,12,8
126,41,74,71,67,24
845,364,28,255,192,233
21,9,17,155,114,157
537,200,1890,311,237,152
223,102,368,47,39,9
354,163,668,52,39,32
179,66,222,24,16,10
11,9,5,0,0,0
722,310,597,0,0,0
322,150,334,1,1,5
160,63,93,0,0,0
7,4,5,12,2,0
70,35,63,242,162,37
690,276,1072,650,487,236
80,39,120,75,53,45
269,118,104,236,175,97
2,2,6,205,144,161
313,144,601,16,12,21
38,13,54,319,257,197
38,11,25,9,8,3
173,69,286,175,131,71
154,71,138,81,59,30
38,8,57,238,188,46
46,29,75,4,1,5
329,147,645,210,159,2
307,144,801,366,288,99
777,300,944,368,332,328
11,4,4,145,99,123
121,48,60,169,121,93
187,97,70,319,206,508
492,212,751,525,416,38
0,0,0,27,18,3
326,150,198,151,116,121
328,130,645,678,511,802
122,35,313,133,106,385
9,5,8,368,287,122
364,145,1492,0,0,0
55,23,215,755,647,91
113,35,191,5,4,2
0,0,0,226,195,129
0,0,0,36,31,11
0,0,0,387,271,81
11,2,0,0,0,0
0,0,0,99,77,14
0,0,0,647,552,102
691,316,802,0,0,0
243,105,351,7,1,0
11,10,15,35,31,15
0,0,0,146,81,138
388,156,529,174,126,10
634,248,110,363,266,253
1184,490,198,611,419,518
302,134,527,196,177,214
968,381,902,47,32,22
346,148,1008,0,0,0
149,75,8,222,181,88
362,146,304,0,0,0
43,19,52,435,341,285
0,0,0,723,551,315
43,13,16,400,292,129
46,21,10,0,0,0
231,105,381,571,470,246
21,11,0,367,281,115
485,196,992,28,25,11
0,0,0,13,10,8
96,32,159,580,490,218
69,25,27,0,0,0
21,7,13,42,32,32
204,73,68,75,43,22
52,17,125,602,439,520
427,192,244,305,247,405
800,310,44,569,461,278
173,69,435,512,403,521
104,41,97,0,0,0
195,69,53,246,181,108
281,119,268,24,25,10
0,0,0,18,13,12
554,213,102,9,8,1
11,3,4,35,29,12
112,37,468,117,82,6
634,275,165,36,24,13
203,91,138,690,533,491
2140,942,3896,63,52,18
12,6,28,139,101,65
20,9,34,0,0,0
0,0,0,469,348,31
372,130,222,1216,897,1517
9,4,2,28,29,0
246,91,457,16,30,10
0,0,0,194,130,105
100,46,71,210,149,179
187,74,174,64,69,50
560,222,2311,323,231,152
195,83,532,0,0,0
0,0,0,833,633,209
376,155,94,496,390,98
666,296,974,228,159,6
166,74,66,546,450,28
0,0,0,76,50,26
0,0,0,67,70,39
19,8,15,185,140,75
38,15,57,358,269,70
491,228,438,102,79,113
508,201,355,211,176,77
61,30,33,43,29,17
82,31,298,273,244,19
87,40,8,33,40,11
99,35,66,190,129,93
44,13,7,1284,986,196
244,108,119,637,430,44
353,185,45,1625,1189,390
115,53,92,0,0,0
130,63,90,14,11,4
269,126,349,78,37,19
38,10,31,281,231,113
97,37,10,0,0,0
28,9,67,4,1,1
0,0,0,203,150,72
35,13,8,75,67,26
68,21,105,108,69,53
1661,683,7840,429,336,69
18,6,27,35,35,16
314,118,454,606,445,513
291,102,185,146,108,63
77,30,97,227,170,23
0,0,0,158,117,10
0,0,0,100,74,0
23,14,50,326,253,87
471,194,692,531,404,40
72,18,16,0,0,0
402,182,762,0,0,0
12,10,8,13,12,13
148,50,68,133,87,54
361,169,1532,449,406,291
36,9,32,17,6,13
0,0,0,3,3,0
3,1,5,1,5,0
250,125,522,2,4,0
206,79,310,1072,915,237
219,79,222,398,259,955
563,259,566,182,109,0
214,115,130,251,209,91
0,0,0,184,153,84
272,97,617,261,177,303
106,36,121,51,44,24
29,26,16,0,0,0
