"sim1_repl1_input","sim1_repl1_high","sim1_repl1_low","sim1_repl2_input","sim1_repl2_high","sim1_repl2_low"
36,6,24,180,167,4
1132,457,563,12,4,0
220,81,106,109,86,158
114,49,9,0,0,0
35,11,61,1,3,1
332,131,253,772,602,164
0,0,0,49,33,20
24,10,8,54,54,14
233,90,65,808,600,830
425,194,425,0,0,0
84,34,53,596,445,493
169,60,164,1401,1076,1047
5,3,1,43,29,9
92,30,236,465,376,190
485,228,9,9,5,8
184,65,209,96,66,57
7,2,11,159,126,12
13,5,18,129,125,38
573,233,2139,77,55,21
65,19,42,92,91,36
40,16,45,682,495,207
55,25,156,142,105,41
95,51,2,16,10,5
0,0,0,0,0,0
163,69,275,684,538,428
14,11,4,1491,1207,525
78,32,263,71,69,12
234,105,796,41,27,44
534,219,53,30,22,34
44,30,13,708,557,145
84,24,138,487,429,136
679,278,853,196,141,212
350,156,361,929,696,164
225,69,1058,177,161,36
613,228,1436,29,23,3
1718,687,2235,177,128,140
24,10,58,140,100,51
23,14,68,14,13,5
15,6,8,31,25,40
442,200,559,229,169,67
5,1,4,166,133,50
0,0,0,438,323,196
97,42,147,26,14,26
472,208,337,212,146,77
0,0,0,456,375,311
71,33,16,31,28,7
34,10,34,429,331,26
67,24,120,177,131,45
303,116,180,717,584,98
123,49,39,936,650,470
17,4,33,388,260,70
148,66,368,502,357,562
454,159,280,49,31,3
470,186,417,310,241,484
514,208,664,0,0,0
1041,443,142,866,687,535
0,0,0,93,81,11
327,144,886,188,148,29
353,132,323,314,249,815
95,38,24,80,50,47
10,2,6,242,177,275
201,91,92,105,110,46
243,97,644,66,71,31
0,0,0,184,131,101
421,167,626,203,155,140
122,60,81,49,47,3
376,156,309,0,0,0
78,28,67,79,52,124
547,218,1286,37,31,28
0,0,0,0,0,0
190,82,356,183,131,144
90,41,39,43,40,5
85,38,147,0,0,0
272,128,110,848,627,54
11,5,20,403,336,84
257,112,598,96,87,13
107,51,77,79,68,14
165,84,175,271,238,352
318,126,91,0,0,0
0,0,0,80,49,36
422,162,379,5,9,8
50,28,29,0,0,0
175,70,79,0,0,0
102,45,39,114,91,118
19,7,12,0,0,0
114,53,330,86,85,114
96,31,10,43,34,18
39,12,6,118,81,24
2,3,4,1239,943,1486
24,5,7,64,40,12
0,0,0,58,48,8
3,5,12,13,13,0
1346,565,787,266,224,174
70,40,3,584,434,217
90,27,16,221,195,108
63,19,138,308,230,149
143,53,230,64,51,8
77,34,53,0,0,0
685,253,581,161,146,48
0,0,0,59,46,35
297,136,185,106,72,10
55,34,153,21,12,11
123,49,197,81,60,40
39,11,30,50,35,22
51,31,45,131,127,151
167,66,661,282,228,101
49,31,54,42,32,25
349,123,258,0,0,0
337,123,1088,183,142,83
158,82,70,118,75,177
112,47,53,32,25,15
35,15,76,0,0,0
0,0,0,70,54,30
39,16,16,69,60,44
144,56,69,494,363,107
0,0,0,22,21,13
61,28,49,90,62,90
19,12,24,0,0,0
168,75,555,110,90,170
6,3,0,28,15,29
42,13,0,111,89,161
833,283,2869,146,131,11
39,7,32,341,269,71
315,134,903,340,232,33
102,43,12,167,132,45
105,43,181,2,0,1
847,360,1114,418,316,101
0,0,0,62,45,17
22,10,69,259,230,148
289,117,188,9,10,6
193,93,130,72,53,32
460,215,117,282,234,101
0,0,0,490,359,928
338,139,67,1,0,0
75,37,13,47,36,14
36,14,35,0,0,0
0,0,0,175,137,46
232,101,535,493,363,61
95,47,25,57,50,43
95,40,77,45,46,8
205,88,305,690,478,449
15,11,6,0,0,0
720,337,740,64,51,55
219,89,83,48,45,25
0,0,0,226,173,26
82,45,12,305,272,58
63,19,37,0,0,0
10,4,22,245,174,4
37,21,23,10,7,6
223,103,139,269,236,31
352,172,302,0,0,0
593,221,2530,347,244,501
639,248,748,7,11,0
1,1,6,193,169,75
179,77,291,303,236,98
0,0,0,6,6,0
0,0,0,26,19,3
16,6,5,181,141,16
1,0,0,202,172,12
82,51,42,0,0,0
31,22,7,79,63,69
969,368,384,200,147,81
10,2,12,225,177,148
511,205,117,630,457,1345
10,2,0,55,52,15
0,0,0,897,676,214
0,0,0,282,231,170
265,116,234,178,125,70
159,58,264,37,35,5
265,120,21,442,338,65
166,56,187,276,239,71
237,103,340,16,12,0
39,14,77,0,0,0
83,24,39,14,8,4
639,262,137,469,359,53
206,102,88,329,219,56
0,0,0,79,77,74
1,0,12,287,256,235
0,0,0,447,305,106
449,185,716,148,129,89
2,1,4,284,203,26
0,0,0,206,167,16
6,3,6,906,698,652
72,43,121,297,223,70
364,111,365,60,50,18
0,0,0,97,87,67
69,32,44,294,225,89
313,116,375,0,0,0
305,125,210,82,73,18
598,301,1001,28,26,9
43,18,11,52,33,4
0,0,0,29,13,9
691,293,1092,6,3,0
74,35,285,1198,929,665
14,5,12,3,4,0
181,58,146,82,70,43
237,97,449,35,28,27
229,103,255,1101,815,876
99,40,156,0,0,0
89,45,113,1886,1438,259
1,0,0,12,8,3
10,0,17,0,0,0
183,72,171,0,0,0
281,105,454,595,386,111
278,107,490,190,162,104
26,11,9,944,767,50
149,57,398,248,170,303
860,344,919,228,157,62
58,30,64,57,39,26
1577,620,1250,56,40,4
114,68,52,0,0,0
344,138,533,70,62,21
87,34,120,311,249,162
227,91,458,108,87,49
22,9,12,206,142,23
48,13,30,10,9,0
16,8,57,7,4,10
0,0,0,393,303,139
405,154,564,91,90,42
245,80,171,27,24,16
0,0,0,5,3,2
10,4,3,149,106,62
135,58,152,73,65,8
542,232,774,310,237,71
294,124,335,0,0,0
252,101,148,723,585,48
51,29,146,239,194,47
396,140,666,0,0,0
409,143,452,0,0,0
107,37,72,843,629,495
706,290,1022,0,0,0
687,306,418,182,141,82
142,79,89,17,12,14
108,43,82,402,342,106
38,15,62,3,4,19
0,0,0,585,462,402
35,4,39,228,176,231
1170,490,1498,47,45,54
174,86,111,19,13,5
118,48,133,42,49,4
2,2,3,752,549,610
119,55,5,170,149,53
231,97,451,436,338,11
8,6,0,275,228,55
20,11,16,6,13,2
0,0,0,39,29,19
213,71,112,5,11,0
1577,640,1359,30,26,17
104,37,64,1063,885,407
91,23,60,15,21,15
0,0,0,41,35,43
863,361,1422,5,3,8
344,125,651,552,452,71
0,0,0,395,307,112
114,53,6,444,327,100
247,128,300,72,62,11
0,0,0,241,189,71
189,77,229,237,169,94
140,82,137,18,13,3
0,0,5,753,603,860
45,17,32,62,30,13
0,0,0,0,0,0
164,64,424,0,0,0
131,46,212,158,129,21
417,191,142,33,25,13
12,4,33,68,59,4
15,14,31,3,4,0
86,51,81,2,3,1
0,0,0,168,135,16
24,7,4,0,0,0
2,2,2,743,596,258
24,4,22,45,35,21
103,46,31,47,42,30
248,102,324,35,25,21
129,54,228,6,6,3
359,146,191,109,91,77
785,329,458,19,17,3
436,189,982,34,26,24
69,25,16,17,14,10
43,12,12,244,209,190
56,25,52,116,112,45
47,31,118,300,261,117
2215,1003,93,14,8,2
308,148,514,2,4,1
2144,960,306,1522,1210,70
207,92,41,30,34,17
18,5,17,0,0,0
196,88,145,178,135,137
0,0,0,65,55,20
13,9,26,499,361,244
185,71,30,43,31,5
847,354,2358,0,0,0
0,0,0,12,9,11
552,200,1137,413,316,220
321,136,399,31,25,35
185,53,557,78,50,2
24,9,32,76,66,66
17,8,19,1333,1033,459
0,0,0,73,50,22
435,208,1077,115,95,4
135,65,50,45,28,11
380,181,884,0,0,0
0,0,0,43,37,6
0,0,0,5,8,4
1129,481,2553,1207,942,218
172,64,110,1784,1369,531
402,176,89,708,527,341
115,51,86,181,128,276
415,156,452,0,0,0
0,0,0,19,27,1
1,0,0,11,6,0
350,146,29,476,384,119
673,299,375,35,20,19
25,7,3,110,75,11
5,2,2,816,608,862
0,0,0,530,429,93
151,63,161,0,0,0
4,1,15,4,5,0
2,1,10,50,23,15
191,87,641,22,19,9
8,4,36,0,0,0
0,0,0,51,39,15
71,29,20,40,41,8
47,19,19,124,82,47
0,0,0,54,50,26
88,49,56,236,149,334
222,83,284,22,20,12
514,224,260,331,248,336
582,226,933,274,187,126
0,0,0,110,65,99
1243,504,903,65,40,19
71,30,83,39,26,18
113,60,48,38,31,13
87,19,46,131,116,4
259,99,564,274,259,33
168,75,194,227,181,148
378,169,1127,585,450,196
0,0,0,765,628,180
484,210,176,0,0,0
307,128,467,797,692,125
0,0,0,0,0,0
67,24,61,155,116,110
432,197,193,148,104,16
0,0,0,339,254,200
79,37,65,0,0,0
188,88,109,326,266,201
370,161,161,2,7,2
903,351,138,51,63,40
1091,455,87,18,22,9
353,139,144,32,23,15
41,11,39,11,9,9
0,0,0,1029,788,116
237,98,505,1,1,0
660,306,154,1,0,2
121,51,86,367,300,176
326,130,288,60,41,20
26,17,12,194,149,76
1,0,1,14,10,11
0,0,0,91,78,8
40,12,51,34,24,21
621,301,956,0,1,0
80,32,73,3,1,1
0,0,0,1026,792,669
10,7,14,654,518,224
515,205,684,25,26,2
13,4,3,130,87,70
173,85,275,1161,861,903
18,6,14,58,43,9
358,134,1463,117,87,37
43,12,47,495,386,391
5,7,5,0,0,0
103,43,248,661,497,68
637,266,529,367,299,84
0,0,0,446,323,739
0,0,0,61,69,51
170,64,63,1562,1215,649
66,31,197,2,1,4
357,148,527,31,23,3
0,0,0,667,562,357
86,36,295,229,157,54
512,220,430,167,149,166
0,0,0,899,704,632
470,218,145,1270,912,1407
619,263,860,469,361,300
134,54,290,2,2,6
26,12,28,9,5,6
1482,694,1108,125,85,94
74,45,90,0,0,0
87,39,26,585,429,42
229,94,53,30,20,0
16,5,65,153,98,12
358,176,204,580,459,384
0,0,0,28,16,20
56,24,74,249,195,298
869,378,229,585,443,46
495,191,437,808,604,711
191,67,133,90,80,26
117,62,5,338,214,57
786,317,413,119,103,14
252,99,216,55,39,18
11,3,12,0,0,0
241,114,67,47,38,27
1252,516,2637,0,0,0
36,10,10,21,17,2
45,24,30,164,131,144
15,3,7,114,93,41
882,397,332,95,84,11
567,237,859,448,366,81
0,0,0,66,57,45
0,0,0,206,154,77
0,1,3,5,2,0
358,150,1122,363,265,548
0,0,0,251,197,195
57,20,14,312,258,170
17,7,29,87,73,15
114,53,13,197,151,83
27,13,11,87,68,75
0,0,0,137,85,278
189,76,82,3,2,1
112,47,242,213,167,273
98,26,179,834,596,1372
23,7,29,134,140,45
395,190,649,142,83,210
7,3,10,10,4,16
637,263,1116,477,383,199
918,365,3034,1205,931,929
352,138,1105,629,465,674
65,23,195,863,677,1481
255,104,595,294,224,279
160,62,356,71,55,58
388,145,1024,181,155,237
211,87,755,734,549,1208
145,45,508,1304,948,2071
245,103,320,57,53,117
614,245,1762,86,58,120
0,0,0,56,38,60
126,59,411,221,154,180
0,0,0,25,17,27
277,97,1099,275,200,277
53,24,148,408,337,392
63,17,167,502,387,816
85,31,136,0,0,0
163,76,346,495,362,244
108,51,11,384,276,107
17,8,22,16,18,2
1226,502,1433,125,96,27
609,255,221,0,0,0
0,0,0,708,469,571
211,93,34,0,0,0
9,6,0,0,0,0
0,0,0,155,132,71
0,0,0,151,132,6
12,8,18,94,84,41
6,7,6,0,0,0
15,10,21,0,0,0
0,0,0,0,0,0
101,42,8,77,49,49
103,49,41,12,10,2
115,42,193,120,96,25
0,0,0,502,423,31
128,51,72,691,547,13
219,94,56,75,67,16
0,0,0,42,18,47
191,87,235,105,68,80
114,49,176,138,114,2
100,33,40,0,0,0
12,9,2,167,151,26
84,29,232,32,17,19
84,32,137,0,0,0
3,4,0,340,254,46
14,10,21,285,206,266
6,3,2,78,49,95
350,174,815,9,5,0
48,24,6,703,544,74
109,35,111,25,24,3
1,4,2,0,0,0
131,65,92,79,69,44
61,15,14,137,106,25
29,6,12,107,64,23
267,115,55,196,186,51
25,7,48,113,96,26
37,14,54,219,181,77
4,5,7,28,23,5
62,34,27,0,0,0
17,6,22,435,341,275
238,108,698,95,63,63
128,45,181,580,448,413
132,37,533,0,0,0
29,15,68,181,143,193
26,10,12,0,0,0
1039,475,669,3,5,1
191,69,418,0,0,0
101,31,15,186,123,286
578,226,1316,98,73,94
99,34,183,225,179,59
162,83,248,46,42,11
435,162,1061,329,242,345
60,20,125,107,95,40
298,127,404,70,55,0
154,81,60,231,163,164
38,19,18,51,50,40
29,18,41,649,510,53
624,281,731,123,112,146
0,0,0,122,77,103
0,0,0,0,0,0
516,198,268,115,80,77
16,5,3,37,35,15
0,1,10,14,11,2
163,77,120,100,74,32
188,90,168,18,11,17
49,20,18,89,85,14
2,1,2,1,0,3
155,56,100,269,232,88
0,0,0,239,177,92
791,353,232,0,0,0
97,43,116,0,0,0
394,150,449,671,495,186
30,6,80,167,138,167
32,7,35,74,76,116
54,23,9,370,272,327
453,191,1117,140,112,14
213,87,789,51,35,64
49,22,28,400,313,20
12,6,14,0,0,0
66,25,46,291,220,294
0,0,0,34,38,24
0,0,0,0,0,0
19,5,1,280,238,131
263,110,68,268,193,100
0,0,0,94,86,13
24,14,48,99,75,0
15,6,19,0,0,0
299,129,559,67,66,158
35,23,60,63,52,29
0,0,0,5,5,2
212,89,41,0,0,0
785,331,3133,53,58,19
21,7,11,953,702,538
0,0,0,0,0,0
21,6,6,0,0,0
167,71,142,592,432,1121
577,197,291,148,128,32
99,36,89,44,46,56
649,278,449,199,150,176
0,0,0,424,305,243
343,163,448,0,0,0
535,217,995,66,44,21
872,343,952,11,5,11
882,341,1586,39,36,16
0,0,0,839,687,62
499,229,196,268,200,54
955,364,1116,20,14,6
413,173,498,700,515,393
1884,718,4002,16,4,0
423,158,292,46,41,19
6,1,4,99,80,101
30,17,64,601,448,372
213,73,341,57,39,29
874,348,1584,211,169,28
385,177,349,36,36,21
0,0,0,733,608,372
74,35,61,26,11,42
8,6,8,303,251,120
585,233,1092,4,3,3
0,0,0,319,258,125
595,245,305,0,0,0
105,52,205,0,0,0
452,196,1118,203,126,24
226,107,252,413,308,372
46,18,40,35,22,29
251,102,65,24,29,4
18,11,53,324,224,194
0,0,0,110,96,68
216,90,1075,0,0,0
422,197,755,361,264,326
43,29,13,2,1,0
232,124,142,101,79,44
0,0,0,262,213,42
762,339,863,351,263,139
1437,589,2531,5,3,0
659,265,51,196,159,111
10,3,3,443,391,238
204,96,122,280,253,124
0,0,0,263,198,127
194,99,52,31,26,30
362,154,366,524,364,323
302,118,238,0,0,0
0,0,0,2,4,3
54,20,75,130,113,44
318,134,209,91,61,96
163,74,133,552,470,622
15,3,13,79,58,34
77,24,209,563,440,25
223,90,39,56,42,22
20,6,14,223,184,14
140,71,62,102,65,48
14,6,8,15,22,27
311,134,324,19,17,11
237,107,159,320,254,3
134,60,102,176,123,41
115,64,56,57,40,84
0,0,0,14,5,6
192,69,388,6,6,2
47,21,85,84,52,54
352,152,488,58,47,63
56,20,80,80,52,15
250,126,505,69,58,17
851,349,855,53,54,12
2,4,3,393,316,6
199,96,400,222,183,109
9,2,4,158,113,181
502,194,1772,315,252,401
13,2,1,327,314,272
124,58,123,396,326,55
305,106,199,158,123,46
185,75,102,32,31,14
20,9,8,0,1,0
138,49,1,154,108,100
38,20,78,40,39,24
79,25,205,172,122,34
0,0,0,349,266,112
757,328,362,242,179,17
244,98,648,50,52,9
0,0,0,32,25,11
148,72,119,0,0,0
69,31,6,80,60,18
0,0,0,84,52,32
55,17,15,217,175,22
65,29,82,0,0,0
149,64,70,0,0,0
853,366,658,309,223,41
314,124,366,218,159,252
32,15,5,873,685,605
141,73,227,7,10,13
450,178,208,59,52,6
6,2,16,88,87,42
495,182,59,0,0,0
14,2,6,121,77,57
661,275,616,123,84,37
261,120,69,0,0,0
89,38,81,1372,1134,79
146,68,193,121,64,40
47,22,59,148,136,9
190,83,149,165,148,242
99,49,63,306,256,43
40,26,0,0,0,0
695,256,560,69,42,23
27,7,10,456,344,163
63,17,167,639,541,26
75,25,8,6,3,3
695,292,130,0,0,0
120,71,225,153,111,55
28,7,18,527,440,107
211,94,212,69,69,81
846,300,819,10,13,3
12,6,4,340,259,96
0,0,0,242,150,280
153,63,145,84,68,33
0,0,0,165,124,21
22,8,14,0,0,0
480,198,181,952,770,320
267,96,430,555,430,92
20,12,7,0,0,0
487,195,313,243,193,45
0,0,0,0,0,0
820,312,2208,2,2,0
9,8,5,0,0,0
215,88,490,445,349,351
8,1,29,152,110,185
383,165,266,102,70,21
515,217,633,4,9,6
0,0,5,0,0,0
1037,389,1073,0,0,0
274,102,259,132,91,63
43,24,20,1,1,0
38,17,95,41,35,46
0,0,0,0,0,0
66,21,51,194,146,43
37,18,51,351,282,124
308,145,241,1152,964,467
242,111,119,345,276,238
302,126,465,399,278,552
11,3,7,380,281,90
0,0,0,221,220,52
186,79,327,147,95,30
0,0,0,0,0,0
12,8,47,275,221,64
383,156,437,527,488,162
22,11,97,26,22,4
576,224,1264,15,8,0
588,211,891,0,1,0
177,66,172,940,717,81
106,57,229,148,139,21
22,12,11,357,241,164
100,32,57,50,53,17
2,1,8,16,15,6
0,0,0,944,719,1694
269,97,467,472,394,237
20,14,10,356,263,204
2,2,2,72,50,71
0,0,0,32,17,34
73,39,140,20,20,23
105,51,170,24,19,5
675,272,420,73,50,30
0,0,0,78,47,10
19,10,30,677,539,103
371,153,324,762,605,469
82,39,72,103,83,42
912,364,1431,64,58,39
386,162,88,86,62,8
5,2,3,24,24,20
8,4,11,185,143,51
0,0,0,232,193,10
657,298,155,116,116,23
207,84,476,3,12,2
24,11,32,20,16,6
231,105,87,94,66,46
255,85,847,38,21,18
207,101,242,224,168,133
0,0,0,344,300,332
535,246,853,0,0,0
49,20,24,360,319,190
757,309,378,111,89,59
7,2,2,5,4,6
29,19,4,14,11,21
42,19,15,6,6,5
7,8,15,73,49,55
104,45,24,16,15,9
1702,719,1825,110,83,26
21,10,17,796,634,316
425,176,234,29,21,35
396,189,555,9,10,8
6,3,15,0,0,0
392,146,273,0,0,0
15,12,42,277,196,155
149,68,51,10,11,3
5,0,1,38,26,8
19,9,43,131,105,126
1098,502,184,31,12,36
412,163,1432,320,228,100
19,6,10,810,673,1003
154,55,105,0,0,0
51,16,11,541,402,425
52,30,214,321,286,56
31,13,75,563,431,203
354,136,865,158,120,20
372,155,620,1470,1172,417
38,17,27,12,6,2
957,420,253,2,2,2
10,5,19,0,0,0
9,5,41,15,12,6
256,92,153,196,126,80
0,0,0,560,464,29
70,32,50,349,299,59
772,364,293,28,24,4
66,34,31,0,0,0
501,197,3045,42,29,34
61,28,50,13,15,5
9,4,6,144,117,108
90,24,121,244,203,79
326,161,255,0,0,0
1173,472,1239,3536,2554,3757
5,5,16,29,13,4
27,13,11,503,362,216
869,421,748,6,5,6
191,82,60,0,0,0
151,59,86,100,97,40
290,110,377,22,20,22
500,200,1032,0,0,0
0,0,0,13,22,3
1182,500,1308,42,52,45
7,2,29,118,80,83
37,13,53,854,697,92
303,145,314,40,21,55
234,82,676,379,293,165
76,28,38,157,104,197
1097,466,525,70,43,69
1274,539,882,209,176,181
0,0,0,102,99,40
191,89,142,23,13,10
939,379,407,0,0,0
238,97,204,0,0,0
131,36,66,217,187,34
538,187,3437,730,580,635
0,1,7,3,1,0
231,95,277,76,45,34
129,47,191,0,0,0
56,25,16,3,2,1
59,20,21,790,609,481
351,139,144,141,100,74
9,7,0,20,10,5
384,142,565,0,0,0
49,19,61,783,588,1282
299,138,386,153,127,117
232,99,74,112,73,26
17,14,23,984,762,1019
0,0,0,37,29,52
0,0,0,7,2,1
0,0,0,181,137,53
213,68,368,469,370,172
1866,844,1667,260,183,21
24,9,5,244,166,25
3,0,0,294,218,37
206,81,431,44,34,78
51,20,59,11,8,15
14,5,7,479,328,443
32,10,47,0,0,0
113,54,51,837,681,370
427,169,144,122,93,48
127,58,191,1029,798,601
1044,433,2033,500,335,554
505,198,170,787,609,303
63,31,127,30,27,8
40,17,33,159,150,71
21,3,26,1,2,0
118,43,200,8,3,7
0,0,0,442,324,168
0,0,0,37,23,5
104,52,86,497,427,57
163,71,147,0,0,0
38,20,17,610,478,327
5,0,3,104,73,23
216,77,360,90,63,139
85,41,201,143,89,101
125,68,239,63,41,7
211,103,395,37,21,11
61,25,11,11,8,3
312,105,47,121,72,96
0,0,0,52,52,13
2,0,3,112,120,18
2245,891,5101,194,156,64
44,18,34,0,0,0
0,0,0,3,2,0
123,41,256,919,780,126
0,0,0,411,341,11
35,5,5,110,93,38
53,22,2,538,455,8
349,123,862,106,86,65
2,0,1,170,146,11
43,14,98,69,62,52
0,0,0,0,0,0
38,20,10,18,22,4
186,85,320,410,347,185
280,119,707,11,11,1
23,11,30,3,5,1
192,107,64,43,49,5
109,40,213,714,516,34
0,0,0,4,1,1
343,143,689,63,61,52
62,32,52,114,103,4
113,25,384,582,409,116
155,46,213,136,97,70
29,10,12,132,96,42
0,0,0,454,359,82
818,344,842,137,108,51
317,120,30,358,292,223
400,134,650,201,127,17
637,264,813,23,28,6
111,54,20,15,15,3
258,103,42,0,0,0
239,88,982,230,201,60
105,44,124,14,10,3
67,31,111,4,5,0
148,63,153,0,0,0
83,42,20,71,69,31
98,33,261,135,85,8
799,349,83,774,648,419
355,159,76,91,73,36
774,319,995,209,135,76
0,0,0,46,29,10
19,7,14,170,142,26
49,25,48,147,136,142
4,2,2,4,3,1
283,138,296,131,94,6
1,0,2,0,0,0
87,31,56,13,6,1
83,24,94,863,707,628
1732,726,665,243,185,145
446,188,182,75,61,34
168,68,324,28,26,23
39,10,32,1,1,0
0,0,0,1323,1081,329
0,0,0,983,760,504
80,26,246,113,60,22
234,105,86,166,128,29
5,6,6,36,16,30
472,231,157,114,65,116
728,331,793,813,687,357
45,23,47,78,57,10
759,310,799,672,581,308
5,1,1,1508,1144,661
287,105,414,122,90,33
156,63,143,42,38,35
17,7,19,140,124,44
5,5,5,0,0,0
524,235,426,10,6,1
771,301,364,75,65,26
588,236,2082,0,0,0
14,10,6,64,47,25
19,5,11,148,93,123
766,323,2420,80,51,44
6,4,1,23,10,7
0,0,0,423,377,72
330,133,1090,1,4,8
274,117,246,8,10,15
27,8,64,4,1,1
54,20,13,11,7,2
74,20,134,19,21,4
258,111,14,88,75,173
345,153,435,62,45,15
241,91,986,9,7,3
124,56,156,27,26,11
68,26,339,161,141,109
28,5,19,105,77,156
94,33,113,0,0,0
405,168,165,486,361,107
1,2,0,629,454,718
886,346,84,238,203,92
77,28,16,100,70,70
194,71,295,277,193,163
101,39,67,1460,1094,381
12,5,0,0,0,0
37,10,18,10,11,1
170,55,53,532,362,509
105,40,124,127,93,7
456,183,429,162,127,107
246,88,343,40,29,10
1320,490,3021,867,658,473
6,7,0,179,150,93
60,20,17,141,132,34
34,10,9,273,190,136
117,42,82,246,197,9
2,1,0,446,354,20
102,43,5,0,0,0
408,154,662,99,79,21
247,105,834,160,169,9
552,218,338,182,150,64
7,5,27,439,383,246
30,13,115,16,14,8
951,449,107,0,1,2
0,0,0,788,588,609
124,57,118,54,29,22
0,0,0,4,4,1
68,34,44,406,296,509
0,0,0,14,6,2
259,99,218,127,109,62
1473,634,1476,4,7,0
373,148,345,338,281,197
384,154,287,0,0,0
38,13,44,405,293,439
291,127,442,303,213,16
231,101,146,157,121,58
367,126,276,327,258,164
9,7,1,475,387,157
101,36,225,224,178,233
78,29,142,70,47,21
33,30,84,0,0,0
0,0,0,467,369,35
99,28,115,682,587,104
1,1,0,0,0,0
62,35,6,216,184,28
450,197,57,168,111,105
0,0,0,126,71,7
616,229,555,441,329,110
24,7,0,47,39,38
1002,406,2041,16,10,3
0,0,0,291,205,374
3,0,6,0,0,0
3,2,6,690,519,186
359,158,169,3,2,3
0,0,0,496,357,374
1046,425,892,0,0,0
558,260,553,8,8,0
84,43,181,292,219,62
153,61,332,0,0,0
486,203,636,7,10,0
91,59,49,106,71,37
0,0,0,97,73,15
180,76,98,269,205,119
0,0,0,214,163,112
470,191,1232,35,25,6
870,396,545,5,7,0
118,51,206,51,37,26
235,111,36,269,198,88
0,0,0,76,33,4
0,0,0,517,385,108
115,59,55,66,71,5
258,105,54,0,0,0
18,10,21,165,135,11
243,104,113,0,0,0
32,14,38,314,245,109
30,18,38,0,0,0
166,65,184,133,94,27
0,0,0,427,361,164
0,0,0,428,285,167
312,119,564,658,516,323
33,14,50,12,15,20
1163,471,1649,3,7,1
0,0,0,629,495,329
82,41,43,229,186,150
0,0,0,0,0,0
646,320,137,583,414,298
5,2,4,20,23,8
237,104,64,88,82,19
446,201,645,194,154,20
182,75,444,35,37,18
7,1,0,80,59,6
117,46,11,805,558,249
0,0,0,89,76,12
42,15,5,156,163,31
7,1,3,0,1,0
31,13,30,0,0,0
16,7,4,1017,764,757
63,16,5,86,54,39
30,15,39,286,219,323
69,25,23,317,217,399
29,12,41,2,8,0
15,6,17,244,209,114
98,27,142,101,83,62
3,0,0,3,1,2
780,293,1250,0,0,0
602,231,1166,100,86,25
60,18,42,131,102,43
321,141,305,293,227,15
840,361,1325,35,20,7
42,17,34,6,11,1
50,25,47,66,54,10
12,3,22,148,102,6
47,19,29,0,0,0
5,0,2,1,0,0
495,230,714,107,76,58
796,319,429,0,1,2
399,143,464,4,3,1
1184,531,876,831,659,468
336,151,306,0,0,0
471,227,495,22,7,28
33,10,58,300,221,154
247,103,290,88,58,40
1077,432,1286,0,0,0
172,79,483,587,438,185
26,13,0,87,91,9
202,89,1055,40,40,7
101,50,305,267,236,13
0,1,0,48,42,0
51,22,78,681,533,1333
390,156,829,0,0,0
0,0,0,104,83,50
85,33,96,519,339,1203
236,114,426,1364,1120,64
99,41,85,1202,935,669
28,13,47,18,11,15
62,18,82,681,539,119
451,183,149,1905,1453,615
5,2,0,32,28,11
17,12,12,783,619,492
121,39,63,49,45,6
0,0,0,64,57,155
76,33,105,1,1,0
27,9,44,208,160,25
271,110,644,0,0,0
391,130,35,419,347,72
13,3,2,45,46,18
494,213,174,1,2,3
267,113,187,0,0,0
281,146,58,67,60,3
0,0,0,373,263,209
143,63,75,82,71,28
47,18,0,94,78,79
21,7,48,14,24,1
13,3,32,29,24,11
38,17,57,3,2,0
102,42,39,76,85,55
733,307,911,79,64,36
1841,807,198,602,482,437
21,6,23,25,33,1
86,33,88,59,59,10
0,0,0,283,240,21
365,155,200,269,160,286
181,91,688,1091,908,86
136,66,37,103,63,18
192,110,112,0,0,0
0,0,0,0,0,0
438,169,844,8,2,2
172,69,191,148,113,44
306,130,1056,279,242,5
465,195,554,151,126,39
0,0,0,272,240,73
158,68,72,103,85,28
73,30,40,1,0,0
131,54,43,913,660,1097
0,0,0,331,259,6
79,32,124,9,3,1
0,0,0,65,41,100
197,75,11,151,125,49
0,0,0,549,394,19
145,44,61,113,82,110
189,74,107,239,173,23
380,160,182,20,16,2
644,259,528,135,100,7
185,81,578,189,166,61
149,54,432,11,6,0
1701,659,713,16,19,17
392,173,156,31,20,6
5,3,5,96,85,64
134,52,156,289,205,138
408,144,129,26,26,9
14,5,31,52,31,13
189,81,339,589,492,115
491,226,142,655,503,183
68,27,72,169,132,68
146,48,275,60,65,20
3,0,12,275,182,423
0,0,0,0,0,0
0,0,0,1051,826,107
336,128,943,1245,1007,487
1077,485,786,162,144,110
381,184,429,358,267,383
34,7,14,92,80,68
43,18,34,41,24,64
90,22,7,0,0,0
163,70,274,16,10,6
10,4,38,187,180,6
44,21,17,354,243,68
225,78,376,210,160,102
590,267,517,11,6,9
11,3,7,221,178,132
52,27,18,283,244,183
183,82,34,23,17,8
284,95,364,533,424,90
31,7,1,39,26,21
511,187,362,13,10,6
3452,1434,578,164,112,4
99,37,14,254,191,298
32,12,66,198,170,29
320,155,104,388,293,339
681,315,393,1312,1048,539
26,14,78,38,27,17
96,52,96,803,544,344
141,64,263,0,0,0
223,91,296,319,231,179
4,0,0,28,25,24
658,304,668,621,472,287
0,0,0,0,0,0
10,10,0,19,17,12
0,0,0,319,246,10
507,210,645,88,76,11
