"sim1_repl1_before","sim1_repl1_after","sim1_repl2_before","sim1_repl2_after"
765,1161,708,1402
1538,1855,2101,2697
715,606,837,1385
2568,2241,3488,3425
1337,1489,1387,579
3531,2907,4172,5152
2118,3849,2340,1743
703,499,863,1414
1386,1937,1699,1555
3175,3107,4271,6922
1715,1792,2571,2208
752,768,952,866
2858,4837,3375,3737
1609,3012,2027,2021
796,1396,1396,3024
1441,3931,1919,2330
1210,1058,1481,3814
1983,1587,2892,2811
1692,484,1554,1595
1279,1670,2115,2843
3607,2672,4004,5906
251,618,435,298
486,530,1004,987
1231,1519,1276,1222
1049,445,1489,1728
2049,1676,2568,2079
1518,2802,1586,1077
3670,2767,4151,3200
2048,2522,2784,3781
2549,2914,3424,1167
1781,3677,1939,1924
1046,2631,1194,1758
2993,3620,3598,1979
996,1342,1561,2575
1427,1628,1991,1914
740,910,1001,373
1141,1167,1305,2444
2299,4063,2672,1860
1848,2132,1746,1983
637,190,937,1482
1259,1636,861,510
549,812,716,1010
1958,3898,1913,738
3665,2281,5034,7218
1377,2033,1410,2246
1023,1399,1065,370
259,95,411,215
1079,695,1105,2139
1999,3534,2173,1600
1237,1133,1228,2087
768,1583,1166,1457
847,398,821,306
663,330,643,147
2785,1622,3447,2532
699,395,938,135
3304,1485,4035,2516
1654,538,1829,1895
1129,445,1328,572
2342,1751,2334,2441
2579,877,3419,983
526,350,1036,234
686,579,494,192
361,134,317,95
751,199,700,226
3506,2878,2932,898
243,251,345,107
687,208,887,425
367,105,736,149
4233,4986,5567,2408
1743,662,2507,2286
589,353,864,171
453,281,348,100
559,681,752,188
508,185,670,18
267,67,340,48
1320,685,1437,1088
929,516,1112,685
2910,1224,3893,875
3027,906,3052,1326
889,230,624,332
599,207,849,811
940,122,1288,692
1540,816,1957,636
451,138,558,58
1374,636,1459,477
657,324,819,299
1058,283,1050,346
2192,940,3089,885
1148,542,1297,868
618,208,1141,472
830,728,1039,310
824,453,952,439
1186,475,1456,443
724,169,768,289
529,270,911,434
1731,782,2338,1119
664,84,762,194
3197,1530,4417,3097
357,43,373,77
2070,222,2515,907
1424,791,1461,619
1447,1670,1889,859
2067,1645,2797,1850
1718,492,2541,2186
955,664,1316,681
1199,240,1788,458
1022,558,1215,289
1495,957,2013,514
891,319,1459,575
605,230,493,136
963,382,1301,366
2090,2074,2429,1080
486,244,785,79
1375,370,1790,564
2759,1961,2245,219
1604,795,2224,624
827,185,1137,251
1425,233,1575,396
1141,450,1227,1139
1281,357,1488,1782
1955,986,2532,811
1453,632,1522,880
1484,886,1524,502
1712,1289,1609,665
1233,959,1810,507
995,500,1070,619
1024,462,1168,366
2356,1243,3136,1233
3234,990,2762,1325
678,49,659,582
405,338,541,117
1192,318,1311,462
474,258,572,162
2116,1223,2536,1414
1658,1431,2406,524
3718,1016,4191,3278
1568,719,1599,706
2430,648,3664,822
1081,118,1253,929
2388,1094,2978,799
2279,719,2762,397
117,41,257,41
1606,344,1999,1044
1394,357,2639,914
1092,280,1331,235
722,502,842,398
2391,1262,2800,603
1850,342,2532,1146
543,218,808,236
1004,561,1417,291
1661,185,2174,737
1875,1698,2034,760
1458,391,1550,388
2161,1407,2668,1201
4427,1601,4774,2960
374,19,410,99
836,547,1236,187
723,242,703,139
695,50,1042,1305
4889,1700,7499,2052
1087,565,1217,801
482,413,623,197
1273,275,1856,1041
2815,447,2762,628
2143,992,2362,1337
881,492,1035,587
2342,825,3491,1718
3361,2569,3454,339
3909,1491,4148,3055
724,323,968,268
762,311,800,360
386,72,468,142
2379,1706,3180,894
2212,688,2411,2243
840,346,1168,533
6113,3828,8105,1707
649,158,1098,348
1012,301,1138,86
2462,1525,3305,1556
345,15,521,67
918,187,1188,580
1796,1328,2072,1690
1845,668,2367,1228
2851,974,3298,1668
239,41,701,330
2065,136,2477,607
1330,1091,1586,315
350,135,223,35
2939,1476,3490,2170
1267,472,1476,220
1887,567,2462,982
2286,191,2908,1696
1772,1173,1843,870
1199,317,1125,464
1076,611,1785,168
1198,221,1526,705
912,115,1175,551
1614,946,1450,263
2369,1342,2843,1112
108,89,237,88
1664,949,1711,1701
885,515,1270,389
504,110,787,174
1605,577,1999,414
1493,668,2123,319
1826,710,2562,1119
1030,697,1211,337
902,806,846,167
3300,2303,4191,2257
787,116,904,182
3624,1906,4039,999
1816,806,2223,447
1730,377,1521,525
621,481,688,291
3526,1808,4156,1237
893,637,1112,150
413,362,869,392
747,161,942,306
1001,170,1627,100
300,18,323,106
264,170,431,57
546,122,615,343
2656,1806,2860,2447
1961,823,2129,339
2211,807,2384,641
4676,2945,5734,1045
1768,1013,2121,687
1233,208,1434,296
193,39,492,259
2596,1262,2929,1296
726,94,1257,723
311,40,558,176
2075,838,2190,444
1475,659,1676,440
1095,635,883,454
2019,2137,3317,808
1156,644,1002,202
680,605,623,153
2219,545,2681,628
528,173,749,94
1993,246,1518,799
1628,762,2591,1195
1785,1167,1984,579
895,351,604,247
2293,1660,2546,2164
4705,860,5577,1889
1679,1258,2805,622
4563,1853,6458,1476
1502,885,1790,423
725,364,784,408
1372,1595,1370,252
551,185,455,284
1133,989,1524,642
1870,638,1954,1321
550,353,528,333
1306,1505,1278,554
1440,792,1543,446
2010,1415,2075,657
2821,1906,3059,646
2130,544,2115,691
1235,970,1747,461
1676,280,1711,1359
3358,950,4453,1845
1237,888,1898,841
251,150,477,248
801,348,1406,406
2244,2267,3010,422
3331,2240,4497,1305
1541,406,1492,718
1956,1481,1763,686
2684,898,3723,1206
239,92,288,83
7493,11853,9515,866
2040,1064,2183,1151
1271,337,1415,315
1176,798,1115,652
1424,1032,1466,215
1227,700,1408,949
1499,516,1774,854
2148,317,2686,1125
1593,941,1889,559
554,200,952,774
674,329,644,315
2244,1591,3506,1252
5618,2522,7135,3469
1587,906,1636,454
2009,1384,2137,1159
944,227,1163,652
611,381,458,385
2624,909,2968,1402
670,235,601,176
1543,545,2083,1797
1307,931,1734,700
995,504,1469,153
548,197,640,689
1281,784,1676,697
126,96,243,144
1714,179,3368,1333
2664,2184,3403,4254
603,157,726,194
3339,1115,3961,2537
2060,1533,2157,757
2350,998,3033,468
790,603,681,340
695,446,936,1689
2167,1500,2635,1430
2694,2268,3607,1533
2746,1372,3303,3890
1491,1585,1933,475
717,241,647,332
4300,1332,4882,1020
2598,1158,3998,736
603,72,543,182
1632,1223,2486,706
2000,1167,2019,1361
829,294,817,713
1465,147,1875,1015
2575,501,2815,1909
1175,337,889,215
1886,1242,2718,675
1616,564,1719,657
2256,1478,3051,1961
1071,273,1356,756
3241,968,4261,7675
3221,1424,3364,643
997,548,1358,769
1532,1174,1876,727
2950,1410,2955,928
2405,529,2672,1562
1362,422,1582,1290
912,148,1374,1251
552,495,1334,549
2988,1843,4488,1934
2143,403,3316,1050
687,345,832,467
1627,1173,1742,1447
3822,1738,4278,361
1603,628,2402,1684
1626,423,2576,633
1519,690,2133,1085
779,521,941,308
2791,1040,3511,1068
2141,355,2430,654
2854,1042,3130,1069
2750,948,3504,1090
2135,640,2886,2075
2554,2126,2644,1734
3046,990,4125,1311
2767,1735,3784,1552
1033,359,914,230
552,148,1257,340
1933,1756,2316,230
1732,670,1821,439
2476,1325,3252,1183
2824,2417,4208,1523
3645,3424,4719,4673
844,318,1100,782
1122,399,1364,993
957,407,960,561
535,44,674,147
881,437,1339,524
4942,2852,5473,3403
582,176,750,669
1800,1850,2762,1810
1095,211,1131,299
1836,99,2311,850
1023,377,1320,158
1099,308,1397,631
1688,342,1652,586
276,73,299,14
231,119,475,225
2523,1550,2656,1737
1555,532,1638,551
1209,640,1787,618
214,241,98,36
2870,2367,3259,1062
1668,195,1735,1766
2652,1533,3142,2149
1882,383,2040,1530
1137,362,1849,1983
245,182,292,358
1704,1343,1864,554
2666,750,3223,1525
702,149,994,139
587,102,711,21
487,194,565,237
1944,770,2140,799
894,271,1433,512
679,329,684,90
1608,2080,1281,329
1576,367,2033,1099
96,23,118,10
1029,888,1124,148
2952,1533,3471,1390
5461,2797,5937,2998
1270,1122,1620,292
1174,319,1159,622
1463,896,2150,1507
1622,673,1438,274
2669,1431,2854,1211
2103,548,2668,1298
421,129,532,69
863,207,1280,245
531,250,615,410
1112,132,1962,315
624,287,642,233
1206,604,1484,547
2092,1889,2391,1530
2161,1624,2526,478
1954,2034,2461,2544
576,26,605,311
1301,584,1210,392
608,558,936,545
3013,479,3455,1732
1050,585,1729,790
578,53,970,387
1102,946,1734,1939
1683,586,1572,825
1386,569,1508,75
1574,949,2195,1138
1290,814,1532,288
735,127,614,97
2477,561,3063,730
1843,489,1835,485
696,152,849,32
2144,2931,2430,367
2238,205,3358,1803
2840,372,4048,863
1987,883,2896,2264
1827,226,1458,307
878,480,951,508
3776,876,3918,2152
2914,1878,3233,659
1846,587,1713,262
972,821,1031,149
1118,222,1183,707
266,121,341,48
4518,1475,5416,3224
1608,343,2194,188
1373,448,1508,575
772,112,758,302
2024,614,2165,1349
2644,1658,3504,1826
2905,1290,4310,1976
3366,156,3413,688
1052,695,839,268
287,225,230,289
1127,302,1483,863
3897,2669,4238,865
1005,661,1437,774
3018,636,3849,1559
963,956,1070,803
1808,478,2244,769
859,744,1172,715
2114,193,3306,2355
212,61,336,32
939,323,910,81
2373,1482,2053,730
976,358,1670,555
705,91,895,368
577,717,746,72
799,205,1136,207
2210,1025,2553,708
1838,1048,2649,1488
2462,1788,2958,2511
688,171,951,136
448,156,707,646
2312,1313,3107,528
2979,154,2814,395
1609,505,2318,504
760,370,687,165
1665,1095,1957,1013
7007,5938,10853,2151
1713,735,2122,346
356,166,498,129
554,386,731,218
2803,1151,2784,643
690,196,1060,559
1211,517,1525,454
1887,144,2299,1125
717,586,1174,479
1699,310,1910,164
507,19,588,105
1608,1358,2064,765
4255,2419,5107,806
1102,1198,1770,1037
3250,931,3684,1153
2264,1073,3042,1407
2107,831,3097,934
475,478,546,489
3282,574,4061,1292
1823,548,1896,854
2516,756,2907,2706
914,350,1282,528
4442,1149,5258,1625
1547,867,1912,613
959,511,1079,322
810,272,1264,417
794,292,1142,283
1170,936,1384,1230
1717,530,1704,642
1430,1154,1306,954
1845,724,2398,441
1750,623,2376,1437
1166,632,992,517
852,293,912,559
1124,163,1531,746
596,525,745,219
4223,1132,5525,1638
2498,699,2799,636
1888,928,2227,822
925,591,897,191
1011,1409,996,458
2166,1027,2731,908
453,58,538,95
1331,837,1327,801
5868,1510,7220,1856
1276,798,1603,462
1250,260,1556,526
2512,632,2999,1188
794,368,845,332
2044,528,2211,864
473,487,649,530
4335,1242,2965,765
1258,311,1788,1063
186,144,280,245
1140,517,1367,76
805,184,765,228
782,172,1354,1314
848,553,1145,457
1077,252,831,301
1270,900,1773,397
505,173,721,211
2414,1838,3139,391
2119,1160,2903,631
1392,1057,1683,205
1607,398,2461,579
335,339,389,79
706,423,1124,550
618,315,876,209
820,494,903,1114
1971,707,2324,650
1977,414,2073,1317
4545,2483,5612,2849
3506,2015,3815,1024
2595,1281,3261,1553
1969,1604,1939,511
2998,1611,3201,1464
904,157,1113,285
3755,1084,3740,1905
2830,2022,2884,938
2163,1151,1471,726
1449,573,2366,1360
898,225,1128,309
1125,510,1265,397
357,249,467,93
1989,1158,2786,714
779,303,1037,181
1451,1360,1588,906
2841,2793,3290,460
931,600,1209,366
1557,640,2037,458
4389,2182,4693,1360
2248,1423,2233,3310
1046,209,1042,365
2360,1191,3286,2063
539,811,605,261
2187,935,2774,2157
686,149,1134,383
409,428,240,114
966,262,1290,1124
1255,466,2172,924
1066,1235,1387,565
1472,178,1540,450
1638,106,1543,379
1736,714,2504,1404
3051,828,3424,2339
2228,1309,1585,372
1679,351,2223,519
788,119,976,425
677,211,1006,380
965,132,1203,105
1577,984,1834,174
1206,260,1581,804
3417,3285,4839,1144
526,420,1181,507
2942,1003,3401,408
2884,1431,3917,1440
909,381,1015,700
1350,1053,1606,979
1139,1455,1466,206
576,130,750,208
1546,2216,2416,999
918,1450,784,54
855,631,919,112
325,136,392,311
1098,349,1589,262
1835,254,1983,1182
1580,229,2494,2065
1392,1359,2083,577
2730,459,3044,1803
1145,488,1801,543
2482,2096,2442,180
943,1004,997,2113
2026,2769,2196,2651
2524,1251,3096,2639
1896,2018,2634,1499
2003,1564,2669,2326
1771,1303,2437,2001
2775,1393,2358,1595
1244,1694,1401,1688
3126,4458,3992,2665
1622,1606,1812,884
2136,811,2676,5513
846,896,981,1529
2100,2304,2020,1410
1441,1120,1490,1751
2507,2097,2987,3200
1869,4423,2284,2762
1166,1064,1452,1119
3919,2790,4569,4881
5065,3338,6302,8800
2327,2433,2371,2225
1932,777,2558,805
445,388,406,510
1092,512,1572,1115
1945,3034,2730,3433
1197,723,2304,1412
1308,5432,1297,3734
3617,5715,4225,3923
1126,1679,1448,1301
2494,2498,2452,1352
3284,3481,5257,7637
3960,6348,5009,2483
522,666,878,2198
757,903,1292,1566
2963,3415,2937,3098
4175,3716,4680,3541
2115,2424,2254,2134
296,199,334,198
2528,3225,3950,1995
691,660,612,432
172,179,362,262
1422,856,1684,2229
1289,1035,1665,2163
1231,2317,1032,881
1144,1552,1566,493
499,598,620,384
1770,3451,2211,2257
2302,3061,2887,4355
1703,1511,2423,3687
766,856,1140,1321
2386,1692,2863,3315
1427,2455,1952,1931
740,1019,991,743
1463,1018,1980,973
1972,1280,2167,4227
2022,1472,2103,1425
657,858,704,441
1137,1322,1911,2028
3712,3509,4026,5244
804,692,647,1027
1477,3043,1585,3013
625,496,722,698
688,698,869,691
718,1246,1073,1499
1405,2019,2073,2583
649,901,757,981
1684,1250,1957,2719
1628,3958,2445,4399
1380,1816,1230,1393
1891,1181,2468,3912
2370,2294,3458,7315
1386,655,1591,1766
4437,3633,6032,6055
1444,939,2003,1663
3595,4603,4565,8762
726,854,1076,1666
1641,1196,2045,1251
332,327,549,426
960,943,1194,1007
1366,1248,1727,1221
1493,1778,1543,1649
1101,1650,1612,2318
2284,3335,2822,2263
829,410,1029,513
4850,2623,5878,6012
1682,1239,2256,1460
2437,2515,2308,2523
588,636,1143,546
3214,2874,4174,2111
386,600,269,223
888,1081,1155,637
1203,2299,1069,1199
488,427,742,871
157,48,218,448
1934,2447,1832,1727
609,976,532,781
2172,2494,1878,2448
1204,1936,1468,2671
1715,2532,2261,3718
1766,1860,1857,1548
1371,2291,2098,2809
3996,4823,4361,5584
357,363,335,426
1276,2034,1415,2273
2566,2640,2960,1047
680,641,1245,2269
1471,632,1614,1262
2582,3742,2124,3383
1878,1511,2464,1850
700,666,1018,2201
656,556,1810,1132
1172,1432,1576,2283
1895,1248,1254,1072
6276,7927,8178,13744
2169,2188,2655,4521
1586,1277,1414,1062
372,188,475,788
3706,5412,4891,4737
1005,790,1000,1215
2547,1857,3169,2579
884,952,1137,2314
762,673,550,892
1162,689,1351,1040
2955,3466,3604,5988
1453,1709,1582,1232
973,1208,1233,747
2041,1852,2367,1228
1511,632,1979,1980
4198,1491,4576,3596
1399,1207,1300,2311
3881,5103,5275,7735
434,639,768,581
1205,454,1354,1285
1802,1128,1995,2423
1088,820,1497,3178
2444,1060,2592,1375
1881,669,2001,1903
1363,2230,1816,1917
3058,4100,4887,6646
2819,3650,2368,2686
3654,5551,4479,5766
1515,1301,2474,1852
1272,1683,1388,1391
1771,2585,2192,3247
555,520,535,607
835,979,738,547
3700,4004,4147,5409
570,611,858,590
1959,2640,2438,1550
2120,1562,2585,2360
1560,2981,1234,984
1760,1331,1754,2280
544,543,792,1198
878,1647,1367,1019
4685,4721,5176,2941
1772,2080,2023,1638
1476,1090,1593,3340
1465,1307,1789,3536
968,1428,1494,2208
1335,1218,2192,2289
427,605,575,309
930,1609,1519,1998
877,1316,1202,749
2126,4076,2357,3222
3164,8066,2848,1339
1376,1915,1842,3806
1936,3171,1998,1982
544,620,732,689
1258,1502,1651,1845
750,1218,662,1474
1133,2165,1022,710
1579,1669,1716,1914
1343,2023,1832,1500
4447,6821,5732,6982
1967,1137,2212,2779
1709,2972,1846,2341
3785,2918,4045,2657
2935,3633,2757,2436
4016,2554,4700,7407
1447,3416,1466,3204
857,1024,869,363
3069,2401,3516,2183
2858,1814,3603,2146
2842,2877,3426,3284
1747,2806,1722,2729
3863,9082,3752,4781
1009,1690,1250,1741
1382,1756,2231,1303
1508,2137,1671,2179
371,414,440,316
1374,1747,1801,2275
1888,2743,2280,2663
1164,1651,1268,1197
902,1070,1420,1867
2417,3290,3263,6540
1002,521,1262,1098
991,2062,1442,2277
502,903,970,586
3683,3395,5430,5491
1553,1441,1886,2038
2005,3008,2256,3658
2021,4083,2311,3009
1255,1070,1893,1973
501,604,426,424
1906,1308,2411,2326
891,690,1168,1752
242,255,465,303
4144,3176,4686,2613
4791,8195,5081,4954
1235,1098,1414,525
1014,1244,675,534
2008,1236,2109,2208
3054,3880,3775,4974
3715,8028,4102,5286
1623,882,2765,2321
1724,1710,2120,978
1722,2679,1867,2435
1356,2267,1733,2456
2567,3729,3094,665
699,1431,883,611
1395,1378,1519,2249
1421,1808,2089,2065
424,392,355,345
785,845,1441,2348
1017,772,845,1098
1620,1910,2203,1035
1137,1818,1911,1615
558,842,895,459
2686,2034,3419,3219
2077,3700,2507,3213
542,520,484,377
597,777,608,895
941,1600,816,524
1730,1146,2204,2080
1491,1572,1924,1797
2008,1709,2117,1781
823,1381,944,1296
1582,1472,2262,3072
2567,4046,3388,4537
578,799,361,564
2180,3398,2062,1515
2191,3272,2984,674
5788,3892,6969,7726
3038,4501,4175,7106
1144,2424,1162,2925
5886,6717,6802,1382
475,519,760,504
2513,2554,3048,6170
2212,1949,2910,815
1295,958,1459,1897
1070,454,1284,1474
364,558,708,1242
1858,1485,2462,3291
5115,5280,6068,10927
1416,684,2101,1387
568,335,730,403
2705,3467,3795,3326
2128,5412,2331,2089
2654,1444,3193,1384
1587,1258,1630,1139
2874,5554,3378,4579
1092,894,1486,1439
1882,1336,2041,2150
1014,1736,1333,1671
1832,3953,2697,3441
1891,3630,2522,2975
679,1211,473,418
5464,6175,6572,4613
1718,914,2365,1245
922,973,975,471
2647,1774,3315,2404
1723,3724,2472,3583
1381,1286,1437,985
407,209,590,962
2299,1327,3247,2586
2437,2150,2363,1718
987,842,1240,1795
1559,980,1981,1559
1961,5010,2391,1604
2252,3794,2718,2562
711,1409,797,566
1820,1088,2184,1818
4813,2461,5305,12485
1611,1889,1733,1025
2754,6567,3280,1979
2294,5033,3090,4145
716,524,997,482
436,652,770,1169
313,103,402,578
2143,5270,2324,1241
1703,1649,3062,2970
3251,3759,4298,3111
1203,1003,1411,704
204,194,616,1738
4565,8212,4872,8986
3245,3650,4023,7193
1427,4122,1904,1650
2991,5673,3890,3354
1338,2802,1400,2340
1403,1092,1494,917
792,641,332,240
1445,2231,1257,1478
1111,1131,1134,458
314,213,500,883
2397,2240,3078,3565
1228,2247,1488,1876
1961,3137,1868,1180
1724,1485,2669,2282
706,325,690,352
1284,3074,1131,1091
1134,541,1137,2047
1312,2602,2614,1433
3999,3755,5812,5147
1667,2936,1791,3280
1200,2046,1391,2504
3043,1637,3777,4193
2669,5104,3067,4365
2080,1143,2411,1996
1001,1303,1535,2817
2436,900,2545,4272
1797,2823,2054,2663
1626,1062,1570,1731
1209,977,978,1925
567,374,1009,1041
723,199,683,717
1203,504,1346,555
953,1405,1200,1457
2168,2313,2805,3469
1979,1977,2408,3636
950,692,1171,1543
426,198,606,832
1862,1964,2225,1401
1886,1555,1781,632
616,582,544,765
454,498,608,340
1621,2296,1902,1584
706,1133,1031,1404
316,248,617,464
1109,773,1977,1201
1383,3491,1416,1912
139,171,280,165
521,629,736,1273
2315,3480,2551,3650
2071,2837,3275,5857
1514,1268,2056,1486
3379,4170,3597,3628
1953,2332,3082,2005
1004,550,1578,2611
2542,6938,3285,5410
2325,1877,2849,3054
1156,1126,1171,1602
2164,3255,2361,3068
2378,2673,3102,3119
1380,1104,1732,1980
3024,2123,3945,3896
2403,4387,2864,7172
1301,1694,1396,628
1983,1755,1985,2537
2423,4115,3331,2990
1248,1762,1447,2964
3258,2866,4294,3582
486,305,507,506
2326,1797,2799,2280
990,911,1699,1991
3099,3802,4083,4908
719,1251,979,716
371,313,316,306
1824,3560,2265,2354
578,186,949,781
1011,1156,1310,1065
3097,2052,3679,3035
1188,1767,1237,1596
3484,4358,3866,2977
503,524,776,624
3178,1691,4490,8409
1485,1661,1492,937
193,175,189,159
576,258,598,1074
1025,936,1127,1340
869,1088,982,1083
2847,2279,2602,4010
1314,1607,1607,1517
2524,2070,3128,3975
1594,1309,2341,4466
696,937,750,145
622,425,785,1265
1879,3400,2653,2277
2882,6007,3138,2063
677,723,1007,2232
1335,1786,1867,2342
3655,6603,4455,5401
2883,6599,3482,4470
1052,1461,1289,2068
2412,1467,2870,1297
3169,3721,4243,3451
1603,1406,2030,682
440,869,384,823
2159,1931,2567,3023
1420,1409,1908,2503
2636,3695,3345,5212
1701,3337,1742,1335
3583,2870,4361,7016
362,437,365,400
3893,4159,4523,3954
765,712,889,883
1780,3327,2318,2592
3071,1923,4169,4696
723,959,715,860
831,838,699,735
564,835,486,550
3973,4047,5062,9339
660,449,1237,999
1691,1003,1833,3155
2578,3120,2750,2580
884,607,1188,1050
1349,871,1484,2122
1579,2331,1360,1154
1226,1202,1141,1695
811,388,1291,697
3275,4864,3356,3012
191,106,582,77
171,149,260,193
1255,1878,1416,2036
3528,4322,4762,8019
2423,1858,3161,4667
1337,1851,1241,1319
1443,2822,1723,1675
2107,1336,2245,4877
364,426,707,768
1793,2019,2097,3225
819,1222,1005,955
1888,2798,2200,1777
452,201,583,319
995,1794,1348,619
2132,2665,3212,1146
728,1095,1070,1145
2092,2687,2427,3840
1117,1963,1084,1146
2178,3216,2564,2147
278,449,363,745
809,1149,744,953
244,290,268,610
1395,2038,1531,2336
4606,6725,5685,6871
2552,3307,2440,1646
1703,3756,1896,2972
991,698,994,1308
1146,3714,767,624
2656,2239,3254,5081
3085,3750,4987,4629
4217,4446,4139,5137
1767,1431,2256,2603
3099,3661,3417,2786
3032,4129,4021,4880
2280,4592,1815,1724
487,898,963,1399
610,366,908,822
2561,2707,3126,2907
892,1104,1563,1935
1953,2327,1929,1625
1482,2290,2249,1690
2047,2943,2400,2011
1518,2701,1358,465
710,1120,608,848
383,425,444,527
1545,1688,2243,2173
1244,1212,1756,745
673,554,980,1120
1669,1845,2400,2386
1592,1421,2152,2290
789,1357,613,183
270,361,318,381
2709,5191,3862,6927
2278,2702,2926,2584
1157,264,1310,739
1822,3194,2070,3290
1450,827,1619,890
2514,2454,3096,1521
658,859,771,532
1496,3704,1749,917
2102,2873,2908,2857
3219,4158,3583,1158
756,1434,1285,630
1744,2037,1431,1999
3021,5754,3795,6777
1342,2322,1939,1653
701,923,693,966
1340,2663,1864,1834
311,351,449,395
1335,1127,1147,2182
1978,1116,2385,4248
1095,1758,1316,1156
1434,997,1845,2148
2453,2222,3628,5106
464,1040,823,767
1006,1406,1230,997
925,1911,1930,1225
1965,1412,2740,2883
2910,3266,3184,2668
2207,2322,2207,3666
1929,1308,2146,1852
4445,8647,5349,10366
1539,1516,1521,1881
1010,786,1436,1691
1429,1532,1756,1344
3057,3448,3484,4827
2803,654,4203,3739
519,840,1026,735
1609,2108,2336,2094
1912,996,2057,3184
2364,2538,3250,5483
1250,1808,1104,1698
876,384,985,1207
686,1303,834,271
529,807,986,1569
2064,2181,2673,3310
830,635,997,1257
2233,1262,2653,3573
2572,2187,3074,2642
1182,2032,1557,2304
1772,3544,2077,2446
895,1195,872,446
1371,2872,1704,1755
1398,563,1328,3083
4798,10550,6005,2332
3675,2224,4588,9011
1887,1452,2154,3348
1865,3995,3319,2708
1876,3875,2108,2037
1369,548,2660,2288
363,303,742,422
1259,1460,1174,1129
245,368,380,454
256,439,685,1203
691,1493,431,685
156,113,314,543
827,971,762,258
655,685,640,305
1981,6273,3538,2705
2658,2753,3490,4457
3305,7274,3558,4285
3782,4521,4294,3369
1631,4025,1823,3333
2156,3950,3175,3799
4356,6601,5874,6413
996,1039,1273,974
2107,2001,1811,4249
2322,1162,2517,3101
700,392,1146,1976
1481,1634,2017,1915
826,1346,1373,1306
1871,2078,2252,3337
274,222,559,586
1304,1820,1691,2370
4522,3771,5322,4786
2283,2644,3860,1580
1157,2006,1539,2523
1772,3359,2668,2327
2645,1228,3041,5193
2135,4116,1986,1057
554,1177,351,482
1758,1267,2042,1740
2537,2965,3216,3708
1401,1730,2376,2792
1091,970,929,731
2314,3716,2883,4573
2544,3671,2412,1405
400,132,718,1282
2207,3858,2752,2988
729,432,826,376
720,682,1018,881
1154,1270,1556,1983
765,1756,1104,1209
2237,948,2081,1220
1711,1906,2042,2320
2287,2408,2553,1736
1684,4144,2012,2208
944,1415,1278,2046
1477,1296,2610,4169
1004,783,1192,2015
1037,1552,962,798
1666,2962,2158,853
3642,6267,3868,4193
2706,5413,3136,6062
2413,2792,2494,2624
796,2115,1011,1740
2220,2376,2554,1267
2651,3636,3012,4880
873,415,1053,1536
1504,1891,2384,1670
1181,531,1673,645
2970,4381,3500,2394
1390,2092,1135,1329
1947,1516,1980,4458
1755,1773,1825,1970
2192,3346,2660,1691
424,609,781,619
905,1190,1244,1694
576,1251,500,264
3397,3280,3066,3315
1908,1548,2419,2325
544,347,699,732
1334,3190,1640,2312
1162,687,1222,1038
1150,580,1246,1455
1264,931,1077,1402
1133,1810,1818,2025
1096,1372,1645,1766
2322,1803,2694,5805
1048,1320,1511,2087
1420,2316,1604,1586
1316,2082,1753,4815
493,684,805,378
511,1225,506,1031
2213,5653,2879,2404
1075,1176,1470,2390
1471,1657,1405,1861
1029,1330,1163,1047
881,936,1000,1124
2007,1804,1874,2244
1352,610,1320,1187
1337,1136,1202,684
1591,1571,1751,1223
2955,4642,3338,1827
1800,1499,2768,1195
1866,2455,2158,510
1071,1213,1611,410
1328,810,2098,780
985,1175,1326,1228
3795,3820,3786,5864
929,563,1399,683
1036,297,1443,907
722,802,998,499
784,929,1344,742
1012,1064,1389,447
2395,888,3069,885
821,291,1039,460
1022,814,1301,1479
529,197,931,230
1726,1214,1953,720
3117,1581,4055,766
616,271,920,375
1160,1240,1375,876
295,212,529,667
2047,1436,2930,1329
1244,644,1078,1409
2828,2521,3620,3397
2335,1288,3066,2894
876,663,981,586
1346,854,1616,1956
682,398,931,890
2308,476,3004,2261
1315,1255,1816,1169
1476,636,1193,919
3201,3291,4351,3810
652,140,1169,910
870,719,864,327
1300,495,2009,743
397,157,558,272
2848,888,3251,2669
1660,1404,2679,1390
1970,1393,2053,1462
1522,651,1773,916
2400,1562,3649,924
198,195,396,254
1275,2338,1842,1587
1272,1295,1847,633
366,210,602,270
3452,1885,3709,1616
960,551,697,515
2195,2043,2384,1866
158,7,243,217
3873,1371,4138,2217
498,315,767,696
1031,2060,1311,1696
1803,3145,2081,2621
1139,842,1490,1247
615,1221,629,350
1860,1079,2172,1646
443,263,708,1009
1621,3220,1389,1547
566,393,670,813
821,868,1261,1860
4016,4889,4531,3424
529,1314,734,701
1645,2299,1854,2473
1604,2019,2582,2211
1809,2244,2169,1946
1435,3204,2272,2689
1554,1582,2488,3265
1191,1481,1662,1886
1315,1474,1738,1799
3993,4493,6313,1064
517,1188,888,258
938,526,1228,1852
2607,2302,2673,3926
2899,2018,3756,3274
1819,2534,1923,1334
515,1317,858,1045
1386,1673,1767,846
1182,1191,1881,959
1980,4384,2294,4300
1781,1410,2070,2269
2445,1667,3150,2517
1248,2244,1434,2808
3619,3364,3690,3633
5188,4649,6100,4206
2412,2333,2582,4768
1408,3078,1593,2983
2569,4102,2939,4115
1591,521,1980,3674
2489,2636,2594,3167
846,1303,776,1328
1344,1334,1769,1495
1315,1366,1639,953
1018,2302,1095,1162
1888,806,2492,2851
3015,3640,3500,5929
